priority,id,country,year,title_en,title_el,translation_status,source_status,direct_url_count,incident_path
medium,usa_1996_opioid_crisis_purdue_sacklers_mckinsey,USA,1996,"U.S. OPIOID CRISIS: CORPORATE POWER, STATE FAILURE, AND THE LONG SETTLEMENT TRAIL (1996-2026)","ΗΠΑ: ΚΡΙΣΗ ΟΠΙΟΕΙΔΩΝ, ΕΤΑΙΡΙΚΗ ΙΣΧΥΣ ΚΑΙ ΚΡΑΤΙΚΗ ΑΠΟΤΥΧΙΑ (1996-2026)",good,generic-guidance,0,"USA/00-00-1996/U.S. OPIOID CRISIS CORPORATE POWER, STATE FAILURE, AND THE LONG SETTLEMENT TRAIL (1996-2"
medium,usa_1998_tobacco_master_settlement_addiction_science_political_money,USA,1998,"Tobacco Master Settlement, addiction science, and political money","Tobacco Master Settlement, επιστήμη εθισμού και πολιτικό χρήμα",good,generic-guidance,0,"USA/00-00-1998/Tobacco Master Settlement, addiction science, and political money"
medium,usa_1999_seattle_wto_protests_policing_surveillance_globalization_backlash,USA,1999,"Seattle WTO protests, policing, surveillance and globalization backlash (1999)","Seattle WTO, αστυνόμευση, επιτήρηση και αντίδραση στην παγκοσμιοποίηση (1999)",good,generic-guidance,0,"USA/00-00-1999/Seattle WTO protests, policing, surveillance and globalization backlash (1999)"
medium,usa_2001_anthrax_letters_amerithrax_bioterror_lab_science_fbi_certainty,USA,2001,"Anthrax Letters and Amerithrax: Bioterror, Lab Science and FBI Certainty","Anthrax Letters και Amerithrax: Βιοτρομοκρατία, Εργαστηριακή Επιστήμη και Βεβαιότητα FBI",good,generic-guidance,0,"USA/00-00-2001/Anthrax Letters and Amerithrax Bioterror, Lab Science and FBI Certainty"
medium,usa_2001_enron_accounting_fraud_energy_market_capture,USA,2001,"Enron accounting fraud, energy trading, and auditor collapse","Enron: λογιστική απάτη, αγορά ενέργειας και κατάρρευση ελεγκτή",good,generic-guidance,0,"USA/00-00-2001/Enron accounting fraud, energy trading, and auditor collapse"
medium,usa_2001_patriot_act_expansion_after_9_11,USA,2001,Patriot Act expansion after 9/11,Επέκταση Patriot Act μετά την 11η Σεπτεμβρίου,good,generic-guidance,0,USA/00-00-2001/Patriot Act expansion after 9 11
medium,usa_2001_national_security_letters_gag_orders,USA,2001,"U.S. NATIONAL SECURITY LETTERS, GAG ORDERS, AND QUIET SURVEILLANCE POWERS (2001-2024)","ΗΠΑ: NATIONAL SECURITY LETTERS, ORDERS ΣΙΩΠΗΣ ΚΑΙ Η ΣΙΩΠΗΛΗ ΠΛΕΥΡΑ ΤΗΣ ΕΠΙΤΗΡΗΣΗΣ (2001-2024)",good,generic-guidance,0,"USA/00-00-2001/U.S. NATIONAL SECURITY LETTERS, GAG ORDERS, AND QUIET SURVEILLANCE POWERS (2001-2024)"
medium,usa_2001_fusion_centers_suspicious_activity_reporting,USA,2001,"USA: Fusion Centers, Suspicious Activity Reporting, and Domestic Intelligence Drift (2001-2026)","ΗΠΑ: Fusion Centers, αναφορές ύποπτης δραστηριότητας και διολίσθηση προς εσωτερική νοημοσύνη (2001-2026)",good,generic-guidance,0,"USA/00-00-2001/USA Fusion Centers, Suspicious Activity Reporting, and Domestic Intelligence Drift (2001"
medium,usa_2001_iraq_wmd_for_war,USA,2001,"USA: Iraq WMD, Intelligence Failure, and the Case for War (2001-2016)","ΗΠΑ: Ιράκ, WMD και η υπόθεση για πόλεμο (2001-2016)",good,generic-guidance,0,"USA/00-00-2001/USA Iraq WMD, Intelligence Failure, and the Case for War (2001-2016)"
medium,usa_2001_worldcom_accounting_fraud_telecom_bubble,USA,2001,WorldCom accounting fraud and telecom-bubble trust collapse,"WorldCom, λογιστική απάτη και κατάρρευση εμπιστοσύνης τηλεπικοινωνιακής φούσκας",good,generic-guidance,0,USA/00-00-2001/WorldCom accounting fraud and telecom-bubble trust collapse
medium,usa_2002_catholic_church_abuse_boston_spotlight_coverup,USA,2002,"Catholic Church abuse scandal, Boston Spotlight, and institutional cover-up","Σκάνδαλο κακοποίησης Καθολικής Εκκλησίας, Boston Spotlight και θεσμική συγκάλυψη",good,generic-guidance,0,"USA/00-00-2002/Catholic Church abuse scandal, Boston Spotlight, and institutional cover-up"
medium,usa_2002_enron_arthur_andersen_energy_trading_accounting_tricks_regulatory_capt,USA,2002,"Enron and Arthur Andersen: Energy Trading, Accounting Tricks and Regulatory Capture","Enron και Arthur Andersen: Ενέργεια, Λογιστικά Κόλπα και Ρυθμιστική Αιχμαλωσία",good,generic-guidance,0,"USA/00-00-2002/Enron and Arthur Andersen Energy Trading, Accounting Tricks and Regulatory Capture"
medium,usa_2002_total_information_awareness_data_mining_post_911_surveillance_dream,USA,2002,"USA — Total Information Awareness, data mining, and the post-9/11 surveillance dream (2002–2003)","ΗΠΑ — Total Information Awareness, εξόρυξη δεδομένων και όνειρο επιτήρησης μετά την 11η Σεπτεμβρίου (2002–2003)",good,generic-guidance,0,"USA/00-00-2002/USA — Total Information Awareness, data mining, and the post-9 11 surveillance dream (20"
medium,usa_2003_abu_ghraib_torture_photos_command_responsibility_secrecy,USA,2003,"Abu Ghraib torture photos, command responsibility and secrecy (2003-2004)","Abu Ghraib, φωτογραφίες βασανιστηρίων, ευθύνη διοίκησης και μυστικότητα (2003-2004)",good,generic-guidance,0,"USA/00-00-2003/Abu Ghraib torture photos, command responsibility and secrecy (2003-2004)"
medium,usa_2003_valerie_plame_affair_intelligence_identity_iraq_war_politics_retaliati,USA,2003,"Valerie Plame Affair: Intelligence Identity, Iraq War Politics and Retaliation Claims","Υπόθεση Valerie Plame: Ταυτότητα Πληροφοριών, Πολιτική Πολέμου Ιράκ και Ισχυρισμοί Αντιποίνων",good,generic-guidance,0,"USA/00-00-2003/Valerie Plame Affair Intelligence Identity, Iraq War Politics and Retaliation Claims"
medium,usa_2004_abu_ghraib_abuse_photographs_and_command_responsibility,USA,2004,Abu Ghraib abuse photographs and command responsibility,Φωτογραφίες κακοποίησης Abu Ghraib και ευθύνη διοίκησης,good,generic-guidance,0,USA/00-00-2004/Abu Ghraib abuse photographs and command responsibility
medium,usa_2005_hurricane_katrina_response_disaster_governance_race_class_state_abando,USA,2005,"Hurricane Katrina Response: Disaster Governance, Race, Class and State Abandonment","Katrina: Διαχείριση Καταστροφής, Φυλή, Τάξη και Κρατική Εγκατάλειψη",good,generic-guidance,0,"USA/00-00-2005/Hurricane Katrina Response Disaster Governance, Race, Class and State Abandonment"
medium,usa_2005_nsa_warrantless_wiretapping_post_911_executive_power,USA,2005,NSA warrantless wiretapping and post-9/11 executive power (2005-2008),Υποκλοπές NSA χωρίς ένταλμα και εκτελεστική ισχύς μετά την 11η Σεπτεμβρίου (2005-2008),good,generic-guidance,0,USA/00-00-2005/NSA warrantless wiretapping and post-9 11 executive power (2005-2008)
medium,usa_2005_digital_id_real_id_mobile_licenses,USA,2005,"USA — DIGITAL ID, REAL ID, AND MOBILE LICENSES: CONVENIENCE OR CONTROL LAYER? (2005–2026)","ΗΠΑ — ΨΗΦΙΑΚΉ ΤΑΥΤΌΤΗΤΑ, REAL ID ΚΑΙ MOBILE LICENSES: ΕΥΚΟΛΊΑ Ή ΣΤΡΏΜΑ ΕΛΈΓΧΟΥ; (2005–2026)",good,generic-guidance,0,"USA/00-00-2005/USA — DIGITAL ID, REAL ID, AND MOBILE LICENSES CONVENIENCE OR CONTROL LAYER (2005–2026)"
medium,usa_2007_skinwalker_ranch_aatip_contracts_uap_folklore_private_paranormal_resea,USA,2007,"Skinwalker Ranch, AATIP-era contracts, UAP folklore and private paranormal research (2007-2026)","Skinwalker Ranch, συμβάσεις AATIP, UAP folklore και ιδιωτική παραφυσική έρευνα (2007-2026)",good,generic-guidance,0,"USA/00-00-2007/Skinwalker Ranch, AATIP-era contracts, UAP folklore and private paranormal research (200"
medium,usa_2007_epstein_files,USA,2007,"USA: Epstein Case, Plea Deal, Jail Death, and Files Release Battle (2007-2026)","ΗΠΑ: Υπόθεση Epstein, Συμφωνία Μη Δίωξης, Θάνατος στη Φυλακή και Μάχη για τα Αρχεία (2007-2026)",good,generic-guidance,0,"USA/00-00-2007/USA Epstein Case, Plea Deal, Jail Death, and Files Release Battle (2007-2026)"
medium,usa_2007_snowden_prism_section702,USA,2007,"USA: Snowden, PRISM, and Section 702 Surveillance (2007-2026)","ΗΠΑ: Snowden, PRISM και επιτήρηση μέσω Section 702 (2007-2026)",good,generic-guidance,0,"USA/00-00-2007/USA Snowden, PRISM, and Section 702 Surveillance (2007-2026)"
medium,usa_2008_financial_crisis_bailouts_and_moral_hazard,USA,2008,"2008 financial crisis, bailouts, and moral hazard","Κρίση 2008, διασώσεις τραπεζών και ηθικός κίνδυνος",good,generic-guidance,0,"USA/00-00-2008/2008 financial crisis, bailouts, and moral hazard"
medium,usa_2008_bernie_madoff_ponzi_finance_sec_warnings_elite_collapse,USA,2008,"Bernie Madoff: Ponzi Finance, SEC Warnings and Elite Trust Collapse","Bernie Madoff: Πυραμίδα, Προειδοποιήσεις SEC και Κατάρρευση Εμπιστοσύνης Ελίτ",good,generic-guidance,0,"USA/00-00-2008/Bernie Madoff Ponzi Finance, SEC Warnings and Elite Trust Collapse"
medium,usa_2008_financial_crisis_rating_agencies_bailouts_regulatory_capture,USA,2008,"Financial crisis, rating agencies, bailouts and regulatory capture (2008)","Χρηματοπιστωτική κρίση, οίκοι αξιολόγησης, διασώσεις και ρυθμιστική αιχμαλωσία (2008)",good,generic-guidance,0,"USA/00-00-2008/Financial crisis, rating agencies, bailouts and regulatory capture (2008)"
medium,usa_2009_kids_for_cash_judicial_corruption_private_detention,USA,2009,"Kids for Cash, judicial corruption and private detention (2008-2011)","Kids for Cash, δικαστική διαφθορά και ιδιωτική κράτηση ανηλίκων (2008-2011)",good,generic-guidance,0,"USA/00-00-2009/Kids for Cash, judicial corruption and private detention (2008-2011)"
medium,usa_2010_deepwater_horizon_offshore_oil_safety_culture_environmental_catastroph,USA,2010,"Deepwater Horizon: Offshore Oil, Safety Culture and Environmental Catastrophe","Deepwater Horizon: Πετρέλαιο, Κουλτούρα Ασφάλειας και Περιβαλλοντική Καταστροφή",good,generic-guidance,0,"USA/00-00-2010/Deepwater Horizon Offshore Oil, Safety Culture and Environmental Catastrophe"
medium,usa_2011_fast_furious_atf_gunwalking_oversight_border_violence,USA,2011,"Fast and Furious, ATF gunwalking, oversight and border violence (2009-2012)","Fast and Furious, gunwalking της ATF, εποπτεία και βία στα σύνορα (2009-2012)",good,generic-guidance,0,"USA/00-00-2011/Fast and Furious, ATF gunwalking, oversight and border violence (2009-2012)"
medium,usa_2012_hsbc_money_laundering_cartel_money_deferred_prosecution_too_big_jail_l,USA,2012,"HSBC Money Laundering Case: Cartel Money, Deferred Prosecution and Too-Big-To-Jail Logic","HSBC: Ξέπλυμα Χρήματος, Καρτέλ και Λογική Too-Big-To-Jail",good,generic-guidance,0,"USA/00-00-2012/HSBC Money Laundering Case Cartel Money, Deferred Prosecution and Too-Big-To-Jail Logic"
medium,usa_2013_snowden_nsa_disclosures,USA,2013,Snowden NSA disclosures,Αποκαλύψεις Snowden για NSA,good,generic-guidance,0,USA/00-00-2013/Snowden NSA disclosures
medium,usa_2013_cambridge_analytica_psychographic_targeting,USA,2013,"USA: Cambridge Analytica, Mass Data Harvesting, and Psychographic Election Targeting (2013-2025)","ΗΠΑ: Cambridge Analytica, μαζική συλλογή δεδομένων και ψυχογραφική πολιτική στόχευση (2013-2025)",good,generic-guidance,0,"USA/00-00-2013/USA Cambridge Analytica, Mass Data Harvesting, and Psychographic Election Targeting (201"
medium,usa_2014_chicago_homan_square_police_warehouse_allegations_detention_transparen,USA,2014,Chicago Homan Square: Police Warehouse Allegations and Detention Transparency,Chicago Homan Square: Ισχυρισμοί για Αστυνομική Αποθήκη και Διαφάνεια Κράτησης,good,generic-guidance,0,USA/00-00-2014/Chicago Homan Square Police Warehouse Allegations and Detention Transparency
medium,usa_2014_ferguson_policing_militarization_municipal_revenue_federal_findings,USA,2014,"Ferguson policing, militarization, municipal revenue and federal findings (2014-2015)","Ferguson, αστυνόμευση, στρατιωτικοποίηση, δημοτικά έσοδα και ομοσπονδιακά πορίσματα (2014-2015)",good,generic-guidance,0,"USA/00-00-2014/Ferguson policing, militarization, municipal revenue and federal findings (2014-2015)"
medium,usa_2014_flint_water_crisis_lead_and_state_denial,USA,2014,"Flint water crisis, lead exposure, and state denial","Κρίση νερού Flint, μόλυβδος και κρατική άρνηση",good,generic-guidance,0,"USA/00-00-2014/Flint water crisis, lead exposure, and state denial"
medium,usa_2014_va_wait_time_scandal_veterans_hidden_lists_performance_metrics,USA,2014,"VA Wait-Time Scandal: Veterans, Hidden Lists and Performance Metrics","VA Wait-Time: Βετεράνοι, Κρυφές Λίστες και Μετρήσεις Απόδοσης",good,generic-guidance,0,"USA/00-00-2014/VA Wait-Time Scandal Veterans, Hidden Lists and Performance Metrics"
medium,usa_2015_gm_onstar_car_surveillance,USA,2015,"USA: Connected-Car Surveillance, GM, and OnStar (2015-2026)","ΗΠΑ: Συνδεδεμένα Αυτοκίνητα, GM και OnStar (2015-2026)",good,generic-guidance,0,"USA/00-00-2015/USA Connected-Car Surveillance, GM, and OnStar (2015-2026)"
medium,usa_2015_volkswagen_dieselgate_in_usa_emissions_cheating_regulatory_detection,USA,2015,Volkswagen Dieselgate in the USA: Emissions Cheating and Regulatory Detection,Volkswagen Dieselgate στις ΗΠΑ: Νοθεία Ρύπων και Ρυθμιστικός Έλεγχος,good,generic-guidance,0,USA/00-00-2015/Volkswagen Dieselgate in the USA Emissions Cheating and Regulatory Detection
medium,usa_2016_dakota_access_pipeline_protests_indigenous_rights_private_security_sur,USA,2016,"Dakota Access Pipeline Protests: Indigenous Rights, Private Security and Surveillance","Dakota Access Pipeline: Ιθαγενικά Δικαιώματα, Ιδιωτική Ασφάλεια και Επιτήρηση",good,generic-guidance,0,"USA/00-00-2016/Dakota Access Pipeline Protests Indigenous Rights, Private Security and Surveillance"
medium,usa_2016_dnc_emails_hack_leaks_party_trust,USA,2016,"DNC emails, hack-and-leak politics, and party trust","Emails DNC, πολιτική hack-and-leak και εμπιστοσύνη κόμματος",good,generic-guidance,0,"USA/00-00-2016/DNC emails, hack-and-leak politics, and party trust"
medium,usa_2016_flint_water_crisis_accountability,USA,2016,Flint water crisis accountability,Κρίση νερού Flint και λογοδοσία,good,generic-guidance,0,USA/00-00-2016/Flint water crisis accountability
medium,usa_2016_facial_recognition_real_time_surveillance,USA,2016,USA: Facial Recognition and Real-Time Surveillance Creep (2016-2026),ΗΠΑ: Αναγνώριση προσώπου και διολίσθηση σε επιτήρηση πραγματικού χρόνου (2016-2026),good,generic-guidance,0,USA/00-00-2016/USA Facial Recognition and Real-Time Surveillance Creep (2016-2026)
medium,usa_2016_havana_syndrome,USA,2016,"USA: Havana Syndrome — unexplained injuries, science, and uncertainty (2016-2024)","ΗΠΑ: Σύνδρομο Αβάνας — ανεξήγητες βλάβες, επιστήμη και αβεβαιότητα (2016-2024)",good,generic-guidance,0,"USA/00-00-2016/USA Havana Syndrome — unexplained injuries, science, and uncertainty (2016-2024)"
medium,usa_2017_equifax_breach_credit_bureau_power_data_exposure_weak_consumer_control,USA,2017,"Equifax Breach: Credit Bureau Power, Data Exposure and Weak Consumer Control","Equifax Breach: Ισχύς Credit Bureau, Έκθεση Δεδομένων και Αδύναμος Έλεγχος Πολιτών",good,generic-guidance,0,"USA/00-00-2017/Equifax Breach Credit Bureau Power, Data Exposure and Weak Consumer Control"
medium,usa_2018_cambridge_analytica_facebook_data_election_manipulation,USA,2018,"Cambridge Analytica, Facebook data, and election-manipulation panic","Cambridge Analytica, δεδομένα Facebook και πανικός εκλογικής χειραγώγησης",good,generic-guidance,0,"USA/00-00-2018/Cambridge Analytica, Facebook data, and election-manipulation panic"
medium,usa_2018_family_separation_policy_deterrence_children_recordkeeping_failure,USA,2018,"Family separation policy, deterrence, children and recordkeeping failure (2018)","Πολιτική χωρισμού οικογενειών, αποτροπή, παιδιά και αποτυχία αρχείων (2018)",good,generic-guidance,0,"USA/00-00-2018/Family separation policy, deterrence, children and recordkeeping failure (2018)"
medium,usa_2019_boeing_737_max_regulatory_capture_software,USA,2019,"Boeing 737 MAX, regulatory capture, software and trust (2018-2024)","Boeing 737 MAX, ρυθμιστική αιχμαλωσία, λογισμικό και εμπιστοσύνη (2018-2024)",good,generic-guidance,0,"USA/00-00-2019/Boeing 737 MAX, regulatory capture, software and trust (2018-2024)"
medium,usa_2019_epstein_jail_death_custody_failure_camera_questions_elite_suspicion,USA,2019,"Epstein Jail Death: Custody Failure, Camera Questions and Elite Suspicion","Θάνατος Epstein στη Φυλακή: Αποτυχία Κράτησης, Κάμερες και Υποψία Ελίτ",good,generic-guidance,0,"USA/00-00-2019/Epstein Jail Death Custody Failure, Camera Questions and Elite Suspicion"
medium,usa_2020_covid_lockdowns_school_closures_long_tail,USA,2020,"COVID LOCKDOWNS, SCHOOL CLOSURES, AND THE LONG TAIL OF EMERGENCY POLICY (2020-2025)","ΗΠΑ: LOCKDOWNS COVID, ΚΛΕΙΣΙΜΟ ΣΧΟΛΕΙΩΝ ΚΑΙ Η ΜΑΚΡΑ ΟΥΡΑ ΤΗΣ ΕΚΤΑΚΤΗΣ ΔΙΑΚΥΒΕΡΝΗΣΗΣ (2020-2025)",good,generic-guidance,0,"USA/00-00-2020/COVID LOCKDOWNS, SCHOOL CLOSURES, AND THE LONG TAIL OF EMERGENCY POLICY (2020-2025)"
medium,usa_2020_covid_vaccine_safety_signals_policy_controversies,USA,2020,COVID-19 VACCINES: REAL SAFETY SIGNALS AND POLICY CONTROVERSIES IN THE U.S. (2020-2026),COVID-19 ΕΜΒΟΛΙΑ: ΠΡΑΓΜΑΤΙΚΑ ΣΗΜΑΤΑ ΑΣΦΑΛΕΙΑΣ ΚΑΙ ΔΙΑΜΑΧΕΣ ΠΟΛΙΤΙΚΗΣ ΣΤΙΣ ΗΠΑ (2020-2026),good,generic-guidance,0,USA/00-00-2020/COVID-19 VACCINES REAL SAFETY SIGNALS AND POLICY CONTROVERSIES IN THE U.S. (2020-2026)
medium,usa_2020_george_floyd_killing_and_national_policing_crisis,USA,2020,George Floyd killing and national policing crisis,Δολοφονία George Floyd και εθνική κρίση αστυνόμευσης,good,generic-guidance,0,USA/00-00-2020/George Floyd killing and national policing crisis
medium,usa_2020_george_floyd_police_accountability_protests_institutional_response,USA,2020,"George Floyd, police accountability, protests and institutional response (2020-2024)","George Floyd, αστυνομική λογοδοσία, διαδηλώσεις και θεσμική αντίδραση (2020-2024)",good,generic-guidance,0,"USA/00-00-2020/George Floyd, police accountability, protests and institutional response (2020-2024)"
medium,usa_2020_ppp_fraud_emergency_money_fake_companies_pandemic_oversight_failure,USA,2020,"PPP Fraud: Emergency Money, Fake Companies and Pandemic Oversight Failure","PPP Fraud: Έκτακτο Χρήμα, Ψεύτικες Εταιρείες και Αποτυχία Ελέγχου Πανδημίας",good,generic-guidance,0,"USA/00-00-2020/PPP Fraud Emergency Money, Fake Companies and Pandemic Oversight Failure"
medium,usa_2021_january_6_capitol_attack_accountability_record,USA,2021,January 6 Capitol attack accountability record,January 6 Capitol attack accountability record,needs-review,specific-links,1,USA/00-00-2021/January 6 Capitol attack accountability record
medium,usa_2021_january_6_capitol_attack_security_failure_conspiracy_ecosystem,USA,2021,"January 6 Capitol attack, security failure, and conspiracy ecosystem","6 Ιανουαρίου: επίθεση στο Καπιτώλιο, αποτυχία ασφάλειας και οικοσύστημα συνωμοσιών",good,generic-guidance,0,"USA/00-00-2021/January 6 Capitol attack, security failure, and conspiracy ecosystem"
medium,usa_2021_january_6_security_failure_political_violence_democratic_institutions,USA,2021,"January 6, security failure, political violence and democratic institutions (2021-2026)","6 Ιανουαρίου, αποτυχία ασφάλειας, πολιτική βία και δημοκρατικοί θεσμοί (2021-2026)",good,generic-guidance,0,"USA/00-00-2021/January 6, security failure, political violence and democratic institutions (2021-2026)"
medium,usa_2021_pfas_forever_chemicals_regulatory_delay_military_bases_water,USA,2021,"PFAS Forever Chemicals: Regulatory Delay, Military Bases and Public Water Trust","PFAS: Forever Chemicals, Καθυστέρηση Ρύθμισης, Στρατιωτικές Βάσεις και Νερό",good,generic-guidance,0,"USA/00-00-2021/PFAS Forever Chemicals Regulatory Delay, Military Bases and Public Water Trust"
medium,usa_2022_twitter_files_government_pressure_platforms_information_control,USA,2022,"USA — Twitter Files, government pressure, platforms, and information control (2022–2024)","ΗΠΑ — Twitter Files, κυβερνητική πίεση, πλατφόρμες και έλεγχος πληροφορίας (2022–2024)",good,generic-guidance,0,"USA/00-00-2022/USA — Twitter Files, government pressure, platforms, and information control (2022–2024)"
medium,usa_2022_uvalde_response_failure_school_shooting_police_delay_accountability,USA,2022,"Uvalde Response Failure: School Shooting, Police Delay and Public Accountability","Uvalde: Σχολική Σφαγή, Αστυνομική Καθυστέρηση και Δημόσια Λογοδοσία",good,generic-guidance,0,"USA/00-00-2022/Uvalde Response Failure School Shooting, Police Delay and Public Accountability"
medium,usa_2022_uvalde_school_shooting_police_response_failure,USA,2022,Uvalde school shooting and police response failure,"Uvalde, σχολική επίθεση και αποτυχία αστυνομικής αντίδρασης",good,generic-guidance,0,USA/00-00-2022/Uvalde school shooting and police response failure
medium,usa_2023_east_palestine_derailment_chemical_response_regulatory,USA,2023,"East Palestine derailment, chemical response and regulatory trust (2023-2026)","Εκτροχιασμός East Palestine, χημική αντίδραση και ρυθμιστική εμπιστοσύνη (2023-2026)",good,generic-guidance,0,"USA/00-00-2023/East Palestine derailment, chemical response and regulatory trust (2023-2026)"
medium,usa_2023_missing_scientists_pattern_claims,USA,2023,MISSING SCIENTISTS / SCIENTIST DEATHS PATTERN CLAIMS IN THE U.S. (2023-2026),ΕΞΑΦΑΝΙΣΕΙΣ ΕΠΙΣΤΗΜΟΝΩΝ / ΜΟΤΙΒΟ ΘΑΝΑΤΩΝ ΕΠΙΣΤΗΜΟΝΩΝ ΣΤΙΣ ΗΠΑ (2023-2026),good,generic-guidance,0,USA/00-00-2023/MISSING SCIENTISTS SCIENTIST DEATHS PATTERN CLAIMS IN THE U.S. (2023-2026)
medium,usa_2023_silicon_valley_bank_collapse_interest_rate_risk_deregulation_debate_pa,USA,2023,"Silicon Valley Bank Collapse: Interest-Rate Risk, Deregulation Debate and Panic Speed","Silicon Valley Bank: Κίνδυνος Επιτοκίων, Απορρύθμιση και Ταχύτητα Πανικού",good,generic-guidance,0,"USA/00-00-2023/Silicon Valley Bank Collapse Interest-Rate Risk, Deregulation Debate and Panic Speed"
medium,usa_2023_15_minute_cities_planning_surveillance_lockdown_panic,USA,2023,"USA / GLOBAL — 15-MINUTE CITIES: PLANNING, SURVEILLANCE, AND LOCKDOWN PANIC (2023–2026)","ΗΠΑ / ΠΑΓΚΌΣΜΙΟ — ΠΌΛΕΙΣ 15 ΛΕΠΤΏΝ: ΠΟΛΕΟΔΟΜΊΑ, ΕΠΙΤΉΡΗΣΗ ΚΑΙ ΠΑΝΙΚΌΣ LOCKDOWN (2023–2026)",good,generic-guidance,0,"USA/00-00-2023/USA GLOBAL — 15-MINUTE CITIES PLANNING, SURVEILLANCE, AND LOCKDOWN PANIC (2023–2026)"
medium,usa_2024_mckinsey_purdue_opioid_marketing_false_claims_consulting_power,USA,2024,"McKinsey, Purdue, opioid marketing, false claims and consulting power (2024)","McKinsey, Purdue, marketing οπιοειδών, ψευδείς αξιώσεις και ισχύς συμβούλων (2024)",good,generic-guidance,0,"USA/00-00-2024/McKinsey, Purdue, opioid marketing, false claims and consulting power (2024)"
medium,usa_2024_raytheon_foreign_bribery_defense_contract_fraud_security_market,USA,2024,"Raytheon foreign bribery, defense contract fraud and the security market (2024)","Raytheon, ξένη δωροδοκία, απάτη αμυντικών συμβάσεων και αγορά ασφάλειας (2024)",good,generic-guidance,0,"USA/00-00-2024/Raytheon foreign bribery, defense contract fraud and the security market (2024)"
medium,usa_2024_supreme_court_gifts_ethics_crisis_disclosure_influence_institutional_l,USA,2024,"Supreme Court Gifts and Ethics Crisis: Disclosure, Influence and Institutional Legitimacy","Δώρα και Ηθική Κρίση στο Supreme Court: Διαφάνεια, Επιρροή και Νομιμοποίηση",good,generic-guidance,0,"USA/00-00-2024/Supreme Court Gifts and Ethics Crisis Disclosure, Influence and Institutional Legitimacy"
medium,usa_2024_dystopian_trends,USA,2024,USA Dystopian Trends: 2024-2026,ΗΠΑ Δυστοπικές Τάσεις: 2024-2026,good,generic-guidance,0,USA/00-00-2024/USA Dystopian Trends 2024-2026
medium,usa_2024_taxes_war_jobs,USA,2024,"USA Taxes, War Spending, and Jobs: 2024-2026","ΗΠΑ: Φόροι, Πολεμικές Δαπάνες και Εργασία 2024-2026",good,generic-guidance,0,"USA/00-00-2024/USA Taxes, War Spending, and Jobs 2024-2026"
medium,usa_2024_location_data_brokers_car_surveillance,USA,2024,"USA: Location Data Brokers, Government Access Paths, and Car Surveillance (2024-2025)","ΗΠΑ: Μεσίτες Δεδομένων Τοποθεσίας, Διαδρομές Κυβερνητικής Πρόσβασης και Επιτήρηση Αυτοκινήτων (2024-2025)",good,generic-guidance,0,"USA/00-00-2024/USA Location Data Brokers, Government Access Paths, and Car Surveillance (2024-2025)"
medium,usa_2025_usaid_bribery_scheme_contractor_access_money_development_corruption,USA,2025,"USAID Bribery Scheme: Contractor Access, Public Money and Development Corruption","USAID Bribery: Πρόσβαση Εργολάβων, Δημόσιο Χρήμα και Διαφθορά Ανάπτυξης",good,generic-guidance,0,"USA/00-00-2025/USAID Bribery Scheme Contractor Access, Public Money and Development Corruption"
medium,usa_2025_walgreens_opioid_prescriptions_false_claims_pharmacy_gatekeeping,USA,2025,"Walgreens opioid prescriptions, false claims and pharmacy gatekeeping (2025)","Walgreens, συνταγές οπιοειδών, ψευδείς αξιώσεις και φαρμακείο ως πύλη (2025)",good,generic-guidance,0,"USA/00-00-2025/Walgreens opioid prescriptions, false claims and pharmacy gatekeeping (2025)"
medium,usa_2026_former_nyc_housing_liaison_bribery_charges_housing_pay_play_city_hall,USA,2026,"Former NYC Housing Liaison Bribery Charges: Public Housing, Pay-to-Play and City Hall Access",Πρώην Σύνδεσμος Δημόσιας Στέγασης NYC: Κατηγορίες Δωροδοκίας και Pay-to-Play,good,generic-guidance,0,"USA/00-00-2026/Former NYC Housing Liaison Bribery Charges Public Housing, Pay-to-Play and City Hall Acc"
medium,usa_2026_hawaii_affordable_housing_bribery_local_office_development_money,USA,2026,"Hawaii Affordable Housing Bribery: Local Public Office, Development Money and Trust","Hawaii Housing Bribery: Τοπική Δημόσια Υπηρεσία, Ανάπτυξη και Εμπιστοσύνη",good,generic-guidance,0,"USA/00-00-2026/Hawaii Affordable Housing Bribery Local Public Office, Development Money and Trust"
medium,usa_2026_child_social_media_age_verification_digital_gatekeeping,USA,2026,Usa Child Social Media Age Verification And Digital Gatekeeping 2024 2026,Ηπα Παιδια Social Media Age Verification Και Ψηφιακοι Φυλακες 2024 2026,good,generic-guidance,0,USA/00-00-2026/Usa Child Social Media Age Verification And Digital Gatekeeping 2024 2026
low,greece_2016_novartis_political_scandal_drug_pricing,Greece,2016,"Novartis political scandal, drug pricing, and allegation warfare","Novartis: πολιτικό σκάνδαλο, τιμές φαρμάκων και πόλεμος καταγγελιών",good,descriptive-no-links,0,"Greece/00-00-2016/Novartis political scandal, drug pricing, and allegation warfare"
low,greece_2021_giorgos_karaivaz_assassination_and_press_freedom_wound,Greece,2021,Giorgos Karaivaz assassination and press-freedom wound,Δολοφονία Γιώργου Καραϊβάζ και πληγή στην ελευθερία του Τύπου,good,descriptive-no-links,0,Greece/00-00-2021/Giorgos Karaivaz assassination and press-freedom wound
